angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.12,,"[214, 171, 157, 198]",,0.0,,0.04,,0.39,,0.42,,0.03,,0.01,
0.12,,"[212, 172, 159, 198]",,0.0,,0.03,,0.37,,0.46,,0.02,,0.01,
0.14,,"[215, 169, 151, 198]",,0.0,,0.04,,0.35,,0.43,,0.03,,0.01,
0.16,,"[212, 173, 157, 197]",,0.0,,0.05,,0.23,,0.52,,0.03,,0.01,
0.08,,"[214, 169, 152, 197]",,0.0,,0.04,,0.42,,0.41,,0.03,,0.01,
0.14,,"[212, 174, 157, 195]",,0.0,,0.05,,0.2,,0.57,,0.03,,0.01,
0.11,,"[213, 175, 156, 193]",,0.0,,0.04,,0.32,,0.48,,0.04,,0.0,
0.12,,"[214, 174, 156, 194]",,0.0,,0.04,,0.3,,0.5,,0.03,,0.01,
0.14,,"[215, 175, 154, 193]",,0.0,,0.05,,0.18,,0.58,,0.04,,0.01,
0.15,,"[216, 175, 155, 194]",,0.0,,0.05,,0.19,,0.58,,0.03,,0.01,
0.13,,"[217, 176, 155, 192]",,0.0,,0.05,,0.23,,0.54,,0.03,,0.01,
0.11,,"[219, 176, 154, 191]",,0.0,,0.04,,0.29,,0.53,,0.03,,0.01,
0.06,,"[224, 178, 151, 187]",,0.0,,0.04,,0.49,,0.37,,0.02,,0.01,
0.08,,"[225, 178, 153, 189]",,0.0,,0.02,,0.35,,0.52,,0.02,,0.0,
0.07,,"[227, 177, 152, 189]",,0.0,,0.03,,0.38,,0.48,,0.03,,0.01,
0.09,,"[230, 179, 151, 187]",,0.0,,0.02,,0.34,,0.52,,0.02,,0.01,
0.05,,"[234, 179, 147, 181]",,0.0,,0.01,,0.62,,0.29,,0.02,,0.0,
0.06,,"[235, 176, 150, 186]",,0.0,,0.01,,0.65,,0.27,,0.01,,0.0,
0.03,,"[237, 177, 151, 187]",,0.0,,0.0,,0.77,,0.19,,0.01,,0.0,
0.03,,"[239, 179, 149, 185]",,0.0,,0.0,,0.77,,0.19,,0.01,,0.0,
0.04,,"[241, 182, 148, 183]",,0.0,,0.0,,0.64,,0.31,,0.01,,0.0,
0.04,,"[246, 193, 134, 172]",,0.0,,0.0,,0.26,,0.69,,0.01,,0.0,
0.05,,"[247, 194, 137, 171]",,0.0,,0.01,,0.26,,0.66,,0.01,,0.0,
0.05,,"[249, 193, 138, 171]",,0.0,,0.01,,0.31,,0.61,,0.02,,0.0,
0.1,,"[248, 188, 143, 179]",,0.0,,0.01,,0.39,,0.48,,0.01,,0.0,
0.03,,"[248, 196, 141, 176]",,0.0,,0.01,,0.34,,0.61,,0.0,,0.0,
0.04,,"[251, 199, 139, 172]",,0.0,,0.0,,0.43,,0.52,,0.01,,0.0,
0.02,,"[252, 199, 141, 174]",,0.0,,0.0,,0.51,,0.46,,0.0,,0.0,
0.05,,"[253, 200, 140, 171]",,0.0,,0.01,,0.34,,0.6,,0.0,,0.0,
0.02,,"[253, 201, 140, 172]",,0.0,,0.0,,0.59,,0.39,,0.0,,0.0,
0.05,,"[254, 205, 138, 166]",,0.0,,0.01,,0.42,,0.51,,0.01,,0.0,
0.03,,"[255, 209, 137, 164]",,0.0,,0.0,,0.56,,0.4,,0.0,,0.0,
0.05,,"[257, 209, 137, 165]",,0.0,,0.01,,0.44,,0.49,,0.01,,0.0,
0.03,,"[260, 212, 132, 166]",,0.0,,0.01,,0.35,,0.6,,0.01,,0.0,
0.01,,"[261, 212, 133, 167]",,0.0,,0.0,,0.59,,0.38,,0.0,,0.0,
0.03,,"[263, 212, 137, 170]",,0.0,,0.01,,0.57,,0.38,,0.01,,0.0,
0.02,,"[265, 215, 131, 166]",,0.0,,0.01,,0.56,,0.41,,0.01,,0.0,
0.02,,"[265, 214, 132, 168]",,0.0,,0.01,,0.59,,0.38,,0.01,,0.0,
0.02,,"[266, 213, 132, 170]",,0.0,,0.01,,0.52,,0.44,,0.01,,0.0,
0.02,,"[267, 213, 132, 170]",,0.0,,0.01,,0.55,,0.42,,0.01,,0.0,
0.02,,"[268, 213, 131, 170]",,0.0,,0.01,,0.51,,0.45,,0.01,,0.0,
0.01,,"[267, 212, 134, 168]",,0.0,,0.01,,0.62,,0.35,,0.01,,0.0,
0.01,,"[265, 215, 135, 164]",,0.0,,0.0,,0.59,,0.4,,0.01,,0.0,
0.01,,"[265, 217, 132, 161]",,0.0,,0.0,,0.57,,0.4,,0.01,,0.0,
0.01,,"[264, 215, 134, 164]",,0.0,,0.01,,0.49,,0.48,,0.01,,0.0,
0.02,,"[263, 217, 133, 161]",,0.0,,0.0,,0.4,,0.56,,0.01,,0.0,
0.08,,"[264, 220, 129, 161]",,0.0,,0.01,,0.24,,0.63,,0.03,,0.0,
0.0,,"[256, 207, 141, 170]",,0.0,,0.0,,0.88,,0.11,,0.0,,0.0,
0.0,,"[254, 207, 140, 169]",,0.0,,0.0,,0.85,,0.14,,0.0,,0.0,
0.0,,"[252, 210, 135, 164]",,0.0,,0.0,,0.85,,0.15,,0.0,,0.0,
0.0,,"[251, 204, 140, 171]",,0.0,,0.0,,0.87,,0.13,,0.0,,0.0,
0.0,,"[249, 207, 134, 167]",,0.0,,0.0,,0.88,,0.12,,0.0,,0.0,
0.01,,"[247, 203, 139, 171]",,0.0,,0.0,,0.87,,0.13,,0.0,,0.0,
0.0,,"[245, 203, 140, 172]",,0.0,,0.0,,0.92,,0.08,,0.0,,0.0,
0.0,,"[242, 202, 141, 174]",,0.0,,0.0,,0.95,,0.05,,0.0,,0.0,
0.0,,"[240, 203, 140, 173]",,0.0,,0.0,,0.9,,0.1,,0.0,,0.0,
0.01,,"[239, 202, 141, 174]",,0.0,,0.0,,0.87,,0.12,,0.0,,0.0,
0.04,,"[235, 200, 145, 179]",,0.0,,0.02,,0.62,,0.3,,0.01,,0.01,
0.01,,"[234, 198, 141, 175]",,0.0,,0.01,,0.82,,0.16,,0.0,,0.0,
0.01,,"[233, 196, 141, 174]",,0.0,,0.01,,0.83,,0.16,,0.0,,0.0,
0.01,,"[229, 192, 142, 182]",,0.0,,0.0,,0.76,,0.22,,0.0,,0.0,
0.01,,"[229, 193, 144, 177]",,0.0,,0.0,,0.72,,0.26,,0.0,,0.0,
0.01,,"[227, 189, 148, 182]",,0.0,,0.0,,0.85,,0.13,,0.0,,0.0,
0.01,,"[226, 189, 148, 181]",,0.0,,0.01,,0.7,,0.28,,0.0,,0.0,
0.02,,"[224, 187, 148, 182]",,0.0,,0.01,,0.67,,0.29,,0.01,,0.0,
0.01,,"[222, 185, 149, 182]",,0.0,,0.01,,0.74,,0.24,,0.0,,0.0,
0.02,,"[219, 181, 149, 186]",,0.0,,0.03,,0.54,,0.39,,0.01,,0.01,
0.02,,"[217, 180, 150, 186]",,0.0,,0.03,,0.51,,0.42,,0.01,,0.01,
0.02,,"[216, 178, 151, 188]",,0.0,,0.02,,0.64,,0.31,,0.01,,0.01,
0.02,,"[214, 176, 152, 189]",,0.0,,0.04,,0.52,,0.39,,0.02,,0.01,
0.03,,"[213, 175, 153, 189]",,0.0,,0.03,,0.52,,0.39,,0.02,,0.0,
0.04,,"[212, 173, 153, 191]",,0.0,,0.05,,0.47,,0.41,,0.03,,0.0,
0.02,,"[211, 172, 154, 191]",,0.0,,0.02,,0.62,,0.32,,0.01,,0.0,
0.04,,"[211, 171, 155, 193]",,0.0,,0.03,,0.46,,0.45,,0.01,,0.0,
0.02,,"[211, 170, 151, 190]",,0.0,,0.02,,0.43,,0.5,,0.02,,0.0,
0.03,,"[209, 169, 152, 192]",,0.0,,0.04,,0.35,,0.55,,0.03,,0.01,
0.05,,"[209, 167, 156, 196]",,0.0,,0.04,,0.43,,0.44,,0.02,,0.0,
0.04,,"[208, 167, 157, 195]",,0.0,,0.03,,0.54,,0.36,,0.02,,0.0,
0.03,,"[208, 167, 158, 195]",,0.0,,0.02,,0.55,,0.37,,0.02,,0.0,
0.04,,"[209, 167, 157, 195]",,0.0,,0.03,,0.56,,0.34,,0.02,,0.0,
0.03,,"[209, 166, 157, 196]",,0.0,,0.02,,0.56,,0.36,,0.02,,0.0,
0.02,,"[209, 166, 158, 197]",,0.0,,0.02,,0.63,,0.3,,0.02,,0.0,
0.02,,"[209, 168, 156, 193]",,0.0,,0.01,,0.61,,0.35,,0.02,,0.0,
0.03,,"[209, 167, 156, 195]",,0.0,,0.01,,0.65,,0.29,,0.02,,0.0,
0.01,,"[210, 169, 155, 192]",,0.0,,0.01,,0.68,,0.28,,0.01,,0.0,
0.02,,"[210, 170, 155, 192]",,0.0,,0.01,,0.63,,0.32,,0.02,,0.0,
0.03,,"[209, 170, 156, 193]",,0.0,,0.01,,0.58,,0.37,,0.02,,0.0,
0.02,,"[209, 170, 157, 193]",,0.0,,0.01,,0.67,,0.3,,0.01,,0.0,
0.01,,"[210, 170, 155, 192]",,0.0,,0.01,,0.77,,0.2,,0.01,,0.0,
0.01,,"[209, 170, 156, 191]",,0.0,,0.01,,0.74,,0.23,,0.01,,0.0,
0.03,,"[209, 170, 157, 195]",,0.0,,0.01,,0.63,,0.31,,0.02,,0.0,
0.03,,"[209, 170, 157, 197]",,0.0,,0.02,,0.68,,0.26,,0.01,,0.0,
0.02,,"[208, 169, 158, 195]",,0.0,,0.02,,0.63,,0.3,,0.02,,0.0,
0.03,,"[209, 169, 157, 196]",,0.0,,0.02,,0.58,,0.35,,0.02,,0.0,
0.02,,"[209, 169, 157, 195]",,0.0,,0.01,,0.69,,0.26,,0.01,,0.0,
0.02,,"[209, 169, 157, 196]",,0.0,,0.02,,0.67,,0.28,,0.01,,0.0,
0.02,,"[209, 168, 157, 198]",,0.0,,0.02,,0.7,,0.25,,0.01,,0.0,
0.03,,"[209, 169, 158, 198]",,0.0,,0.01,,0.6,,0.34,,0.01,,0.0,
0.03,,"[209, 168, 157, 198]",,0.0,,0.02,,0.66,,0.29,,0.01,,0.0,
0.02,,"[210, 169, 156, 195]",,0.0,,0.01,,0.62,,0.33,,0.01,,0.0,
0.03,,"[209, 168, 158, 200]",,0.0,,0.01,,0.65,,0.3,,0.01,,0.0,
0.03,,"[209, 168, 158, 200]",,0.0,,0.01,,0.69,,0.26,,0.01,,0.0,
0.03,,"[209, 168, 158, 199]",,0.0,,0.02,,0.6,,0.35,,0.01,,0.0,
0.02,,"[210, 169, 156, 197]",,0.0,,0.01,,0.64,,0.31,,0.01,,0.0,
0.02,,"[211, 170, 154, 196]",,0.0,,0.01,,0.63,,0.33,,0.01,,0.0,
0.02,,"[210, 169, 156, 197]",,0.0,,0.01,,0.6,,0.35,,0.01,,0.0,
0.02,,"[210, 170, 155, 196]",,0.0,,0.02,,0.54,,0.41,,0.01,,0.0,
0.02,,"[210, 169, 155, 197]",,0.0,,0.01,,0.66,,0.3,,0.01,,0.0,
0.02,,"[210, 169, 153, 196]",,0.0,,0.01,,0.63,,0.32,,0.01,,0.0,
0.02,,"[209, 169, 155, 196]",,0.0,,0.01,,0.68,,0.28,,0.01,,0.0,
0.02,,"[209, 169, 155, 196]",,0.0,,0.01,,0.67,,0.29,,0.01,,0.0,
0.01,,"[209, 169, 155, 196]",,0.0,,0.01,,0.76,,0.21,,0.01,,0.0,
0.01,,"[209, 169, 155, 195]",,0.0,,0.01,,0.74,,0.23,,0.01,,0.0,
0.01,,"[209, 169, 154, 194]",,0.0,,0.01,,0.74,,0.23,,0.01,,0.0,
0.02,,"[209, 169, 155, 196]",,0.0,,0.01,,0.72,,0.24,,0.01,,0.0,
0.02,,"[209, 168, 155, 196]",,0.0,,0.01,,0.78,,0.18,,0.01,,0.0,
0.01,,"[209, 169, 155, 195]",,0.0,,0.01,,0.78,,0.18,,0.01,,0.0,
0.01,,"[209, 169, 155, 194]",,0.0,,0.01,,0.75,,0.21,,0.01,,0.0,
0.01,,"[209, 169, 156, 196]",,0.0,,0.01,,0.8,,0.17,,0.01,,0.0,
0.01,,"[210, 169, 155, 195]",,0.0,,0.01,,0.81,,0.16,,0.01,,0.0,
0.01,,"[210, 168, 155, 195]",,0.0,,0.01,,0.89,,0.09,,0.0,,0.0,
0.01,,"[210, 169, 155, 195]",,0.0,,0.01,,0.83,,0.15,,0.01,,0.0,
0.02,,"[210, 168, 156, 197]",,0.0,,0.01,,0.8,,0.16,,0.01,,0.0,
0.02,,"[210, 168, 157, 197]",,0.0,,0.01,,0.81,,0.16,,0.01,,0.0,
0.02,,"[210, 168, 157, 198]",,0.0,,0.01,,0.77,,0.19,,0.01,,0.0,
0.01,,"[211, 169, 154, 194]",,0.0,,0.01,,0.86,,0.12,,0.0,,0.0,
0.01,,"[211, 169, 155, 195]",,0.0,,0.01,,0.82,,0.15,,0.01,,0.0,
0.02,,"[211, 169, 155, 196]",,0.0,,0.01,,0.76,,0.21,,0.01,,0.0,
0.02,,"[212, 169, 154, 195]",,0.0,,0.01,,0.73,,0.23,,0.01,,0.0,
0.02,,"[212, 169, 155, 196]",,0.0,,0.01,,0.74,,0.22,,0.01,,0.0,
0.02,,"[212, 168, 155, 197]",,0.0,,0.01,,0.79,,0.18,,0.01,,0.0,
0.01,,"[212, 169, 154, 194]",,0.0,,0.01,,0.81,,0.16,,0.01,,0.0,
0.01,,"[212, 171, 154, 192]",,0.0,,0.0,,0.86,,0.12,,0.0,,0.0,
0.0,,"[211, 171, 154, 190]",,0.0,,0.0,,0.86,,0.13,,0.0,,0.0,
0.0,,"[211, 170, 155, 192]",,0.0,,0.0,,0.89,,0.1,,0.0,,0.0,
0.01,,"[212, 171, 154, 191]",,0.0,,0.0,,0.87,,0.11,,0.0,,0.0,
0.01,,"[212, 170, 155, 194]",,0.0,,0.0,,0.84,,0.15,,0.01,,0.0,
0.01,,"[212, 169, 155, 196]",,0.0,,0.01,,0.82,,0.16,,0.01,,0.0,
0.01,,"[212, 170, 154, 194]",,0.0,,0.01,,0.73,,0.25,,0.01,,0.0,
0.01,,"[212, 170, 154, 194]",,0.0,,0.01,,0.72,,0.26,,0.01,,0.0,
0.01,,"[212, 169, 155, 195]",,0.0,,0.01,,0.77,,0.21,,0.01,,0.0,
0.01,,"[211, 170, 155, 193]",,0.0,,0.0,,0.83,,0.15,,0.0,,0.0,
0.01,,"[212, 169, 154, 195]",,0.0,,0.01,,0.8,,0.18,,0.01,,0.0,
0.01,,"[212, 169, 155, 194]",,0.0,,0.01,,0.8,,0.18,,0.01,,0.0,
0.01,,"[211, 168, 156, 196]",,0.0,,0.0,,0.86,,0.13,,0.0,,0.0,
0.01,,"[212, 168, 154, 196]",,0.0,,0.0,,0.86,,0.12,,0.0,,0.0,
0.01,,"[212, 169, 154, 193]",,0.0,,0.01,,0.77,,0.2,,0.01,,0.0,
0.02,,"[212, 169, 154, 193]",,0.0,,0.01,,0.76,,0.21,,0.01,,0.0,
0.01,,"[212, 169, 154, 193]",,0.0,,0.01,,0.79,,0.18,,0.01,,0.0,
0.01,,"[212, 168, 155, 194]",,0.0,,0.01,,0.79,,0.18,,0.01,,0.0,
0.01,,"[212, 168, 154, 195]",,0.0,,0.01,,0.76,,0.21,,0.01,,0.0,
0.01,,"[212, 168, 154, 194]",,0.0,,0.01,,0.76,,0.21,,0.01,,0.0,
0.01,,"[211, 168, 156, 196]",,0.0,,0.01,,0.81,,0.16,,0.01,,0.0,
0.02,,"[211, 167, 156, 195]",,0.0,,0.01,,0.79,,0.18,,0.01,,0.0,
0.01,,"[211, 168, 156, 194]",,0.0,,0.01,,0.77,,0.2,,0.01,,0.0,
0.01,,"[211, 168, 156, 194]",,0.0,,0.01,,0.77,,0.2,,0.01,,0.0,
0.01,,"[211, 168, 156, 194]",,0.0,,0.01,,0.78,,0.19,,0.01,,0.0,
0.01,,"[211, 168, 155, 194]",,0.0,,0.01,,0.8,,0.17,,0.01,,0.0,
0.01,,"[211, 169, 155, 193]",,0.0,,0.01,,0.75,,0.21,,0.01,,0.0,
0.01,,"[211, 168, 155, 196]",,0.0,,0.01,,0.85,,0.13,,0.0,,0.0,
0.01,,"[211, 168, 155, 196]",,0.0,,0.01,,0.8,,0.17,,0.01,,0.0,
0.02,,"[211, 168, 155, 196]",,0.0,,0.01,,0.81,,0.16,,0.01,,0.0,
0.02,,"[211, 168, 155, 196]",,0.0,,0.01,,0.8,,0.16,,0.01,,0.0,
0.02,,"[210, 169, 156, 195]",,0.0,,0.01,,0.71,,0.25,,0.01,,0.0,
0.01,,"[210, 169, 156, 193]",,0.0,,0.01,,0.79,,0.18,,0.01,,0.0,
0.01,,"[210, 169, 155, 194]",,0.0,,0.01,,0.75,,0.22,,0.01,,0.0,
0.01,,"[210, 169, 155, 193]",,0.0,,0.01,,0.82,,0.16,,0.01,,0.0,
0.01,,"[210, 169, 155, 193]",,0.0,,0.01,,0.82,,0.16,,0.01,,0.0,
0.01,,"[210, 169, 155, 193]",,0.0,,0.01,,0.81,,0.17,,0.01,,0.0,
0.01,,"[209, 168, 157, 195]",,0.0,,0.01,,0.75,,0.22,,0.01,,0.0,
0.01,,"[209, 167, 156, 195]",,0.0,,0.01,,0.84,,0.14,,0.01,,0.0,
0.01,,"[209, 167, 153, 192]",,0.0,,0.0,,0.88,,0.1,,0.0,,0.0,
0.01,,"[209, 166, 156, 194]",,0.0,,0.0,,0.91,,0.08,,0.0,,0.0,
0.01,,"[209, 166, 157, 195]",,0.0,,0.01,,0.89,,0.09,,0.01,,0.0,
0.01,,"[209, 166, 157, 195]",,0.0,,0.01,,0.85,,0.12,,0.01,,0.0,
0.01,,"[209, 166, 157, 195]",,0.0,,0.0,,0.89,,0.09,,0.0,,0.0,
0.01,,"[209, 166, 157, 195]",,0.0,,0.0,,0.89,,0.09,,0.0,,0.0,
0.01,,"[209, 166, 157, 195]",,0.0,,0.0,,0.9,,0.08,,0.0,,0.0,
0.01,,"[209, 166, 153, 193]",,0.0,,0.0,,0.9,,0.09,,0.0,,0.0,
0.0,,"[208, 165, 158, 195]",,0.0,,0.0,,0.92,,0.07,,0.0,,0.0,
0.01,,"[209, 167, 153, 192]",,0.0,,0.0,,0.88,,0.1,,0.0,,0.0,
0.01,,"[208, 165, 158, 195]",,0.0,,0.0,,0.9,,0.09,,0.0,,0.0,
0.0,,"[209, 165, 157, 194]",,0.0,,0.0,,0.9,,0.09,,0.0,,0.0,
0.01,,"[209, 165, 158, 195]",,0.0,,0.01,,0.85,,0.13,,0.0,,0.0,
0.0,,"[208, 165, 157, 193]",,0.0,,0.0,,0.92,,0.07,,0.0,,0.0,
0.0,,"[209, 167, 153, 192]",,0.0,,0.0,,0.9,,0.09,,0.0,,0.0,
0.0,,"[209, 167, 154, 192]",,0.0,,0.0,,0.9,,0.09,,0.0,,0.0,
0.01,,"[209, 165, 157, 196]",,0.0,,0.01,,0.84,,0.13,,0.0,,0.0,
0.01,,"[209, 167, 154, 193]",,0.0,,0.0,,0.92,,0.07,,0.0,,0.0,
0.01,,"[210, 167, 153, 192]",,0.0,,0.0,,0.89,,0.09,,0.0,,0.0,
0.0,,"[209, 167, 154, 192]",,0.0,,0.0,,0.89,,0.1,,0.0,,0.0,
0.01,,"[210, 166, 154, 194]",,0.0,,0.0,,0.88,,0.11,,0.0,,0.0,
0.01,,"[210, 166, 157, 194]",,0.0,,0.01,,0.78,,0.19,,0.01,,0.0,
0.01,,"[211, 167, 155, 194]",,0.0,,0.0,,0.86,,0.12,,0.0,,0.0,
0.01,,"[210, 166, 157, 195]",,0.0,,0.0,,0.87,,0.11,,0.0,,0.0,
0.01,,"[212, 169, 153, 189]",,0.0,,0.0,,0.85,,0.14,,0.0,,0.0,
0.01,,"[213, 167, 155, 193]",,0.0,,0.0,,0.84,,0.14,,0.0,,0.0,
0.01,,"[212, 168, 156, 193]",,0.0,,0.01,,0.81,,0.17,,0.01,,0.0,
0.01,,"[213, 169, 155, 192]",,0.0,,0.01,,0.78,,0.19,,0.01,,0.0,
0.01,,"[213, 168, 155, 194]",,0.0,,0.01,,0.71,,0.27,,0.01,,0.0,
0.02,,"[213, 166, 156, 196]",,0.0,,0.01,,0.77,,0.2,,0.01,,0.0,
0.02,,"[214, 166, 156, 196]",,0.0,,0.01,,0.8,,0.17,,0.01,,0.0,
0.02,,"[214, 166, 156, 196]",,0.0,,0.01,,0.76,,0.2,,0.01,,0.0,
0.02,,"[214, 166, 157, 196]",,0.0,,0.01,,0.78,,0.19,,0.01,,0.0,
0.01,,"[215, 165, 156, 196]",,0.0,,0.01,,0.84,,0.14,,0.0,,0.0,
0.02,,"[215, 165, 156, 196]",,0.0,,0.01,,0.73,,0.23,,0.01,,0.0,
0.02,,"[215, 165, 156, 197]",,0.0,,0.01,,0.87,,0.1,,0.01,,0.0,
0.02,,"[216, 166, 154, 195]",,0.0,,0.01,,0.79,,0.17,,0.01,,0.0,
0.02,,"[215, 165, 157, 197]",,0.0,,0.01,,0.84,,0.12,,0.01,,0.0,
0.02,,"[215, 166, 156, 197]",,0.0,,0.01,,0.76,,0.2,,0.01,,0.0,
0.02,,"[215, 166, 155, 196]",,0.0,,0.01,,0.76,,0.21,,0.01,,0.0,
0.01,,"[214, 166, 156, 196]",,0.0,,0.01,,0.8,,0.17,,0.01,,0.0,
0.02,,"[214, 165, 156, 197]",,0.0,,0.01,,0.81,,0.16,,0.01,,0.0,
0.02,,"[214, 165, 157, 197]",,0.0,,0.01,,0.83,,0.14,,0.0,,0.0,
0.02,,"[214, 165, 156, 196]",,0.0,,0.01,,0.81,,0.15,,0.01,,0.0,
0.03,,"[214, 165, 157, 198]",,0.0,,0.01,,0.73,,0.23,,0.01,,0.0,
0.03,,"[213, 165, 157, 198]",,0.0,,0.01,,0.76,,0.2,,0.01,,0.0,
0.03,,"[214, 165, 156, 198]",,0.0,,0.01,,0.76,,0.19,,0.01,,0.0,
0.03,,"[214, 165, 156, 198]",,0.0,,0.01,,0.79,,0.17,,0.01,,0.0,
0.03,,"[213, 166, 156, 195]",,0.0,,0.01,,0.73,,0.23,,0.01,,0.0,
0.03,,"[213, 165, 156, 197]",,0.0,,0.01,,0.76,,0.19,,0.01,,0.0,
0.02,,"[212, 165, 157, 196]",,0.0,,0.01,,0.8,,0.16,,0.01,,0.0,
0.03,,"[212, 167, 156, 195]",,0.0,,0.01,,0.76,,0.2,,0.01,,0.0,
0.02,,"[212, 167, 156, 194]",,0.0,,0.01,,0.77,,0.19,,0.01,,0.0,
0.01,,"[212, 168, 155, 193]",,0.0,,0.01,,0.8,,0.17,,0.01,,0.0,
0.02,,"[211, 167, 156, 195]",,0.0,,0.01,,0.76,,0.2,,0.01,,0.0,
0.03,,"[211, 167, 156, 195]",,0.0,,0.01,,0.76,,0.19,,0.01,,0.0,
0.01,,"[211, 168, 154, 193]",,0.0,,0.01,,0.78,,0.18,,0.01,,0.0,
0.02,,"[211, 168, 154, 193]",,0.0,,0.01,,0.77,,0.19,,0.01,,0.0,
0.02,,"[210, 167, 155, 195]",,0.0,,0.01,,0.78,,0.18,,0.01,,0.0,
0.01,,"[209, 168, 152, 191]",,0.0,,0.01,,0.83,,0.15,,0.01,,0.0,
0.02,,"[207, 166, 157, 196]",,0.0,,0.01,,0.82,,0.15,,0.01,,0.0,
0.01,,"[207, 166, 157, 195]",,0.0,,0.01,,0.82,,0.16,,0.0,,0.0,
0.01,,"[206, 167, 157, 194]",,0.0,,0.01,,0.79,,0.18,,0.01,,0.0,
0.01,,"[208, 171, 156, 190]",,0.0,,0.0,,0.83,,0.15,,0.01,,0.0,
0.02,,"[208, 170, 157, 192]",,0.0,,0.01,,0.67,,0.28,,0.01,,0.0,
0.03,,"[206, 170, 158, 193]",,0.0,,0.02,,0.58,,0.34,,0.03,,0.0,
0.03,,"[205, 171, 153, 191]",,0.0,,0.01,,0.56,,0.39,,0.02,,0.0,
0.02,,"[205, 171, 153, 191]",,0.0,,0.01,,0.56,,0.4,,0.01,,0.0,
0.07,,"[204, 170, 159, 196]",,0.0,,0.03,,0.43,,0.42,,0.05,,0.0,
0.07,,"[204, 170, 159, 196]",,0.0,,0.03,,0.46,,0.39,,0.05,,0.0,
0.09,,"[204, 171, 159, 195]",,0.0,,0.05,,0.31,,0.47,,0.08,,0.0,
0.1,,"[204, 171, 159, 196]",,0.0,,0.04,,0.36,,0.44,,0.06,,0.0,
0.11,,"[204, 171, 160, 198]",,0.0,,0.05,,0.3,,0.47,,0.06,,0.0,
0.1,,"[204, 172, 159, 197]",,0.0,,0.04,,0.23,,0.57,,0.06,,0.0,
0.15,,"[204, 173, 160, 197]",,0.0,,0.04,,0.23,,0.52,,0.05,,0.0,
0.13,,"[206, 174, 158, 193]",,0.0,,0.03,,0.16,,0.61,,0.06,,0.0,
0.1,,"[205, 174, 159, 197]",,0.0,,0.04,,0.2,,0.59,,0.07,,0.0,
0.09,,"[208, 173, 158, 195]",,0.0,,0.03,,0.22,,0.59,,0.06,,0.0,
0.1,,"[207, 175, 161, 196]",,0.0,,0.02,,0.17,,0.64,,0.07,,0.0,
0.17,,"[208, 177, 160, 198]",,0.0,,0.03,,0.05,,0.68,,0.07,,0.0,
0.13,,"[208, 177, 162, 197]",,0.0,,0.05,,0.04,,0.67,,0.11,,0.0,
0.08,,"[208, 177, 164, 197]",,0.0,,0.02,,0.03,,0.84,,0.04,,0.0,
0.11,,"[209, 178, 164, 200]",,0.0,,0.03,,0.02,,0.8,,0.04,,0.0,
0.13,,"[209, 179, 165, 201]",,0.0,,0.04,,0.01,,0.76,,0.06,,0.0,
0.1,,"[210, 180, 163, 201]",,0.0,,0.04,,0.01,,0.77,,0.07,,0.0,
0.1,,"[210, 181, 163, 199]",,0.0,,0.02,,0.02,,0.82,,0.04,,0.0,
0.02,,"[208, 183, 165, 204]",,0.0,,0.01,,0.16,,0.8,,0.02,,0.0,
0.04,,"[207, 183, 167, 200]",,0.0,,0.03,,0.06,,0.8,,0.06,,0.0,
0.04,,"[197, 178, 181, 225]",,0.0,,0.02,,0.04,,0.83,,0.06,,0.0,
0.05,,"[201, 178, 170, 218]",,0.0,,0.34,,0.04,,0.27,,0.17,,0.13,
0.26,,"[201, 184, 168, 215]",,0.02,,0.2,,0.03,,0.18,,0.17,,0.14,
0.26,,"[199, 185, 177, 218]",,0.04,,0.18,,0.14,,0.09,,0.09,,0.19,
0.32,,"[199, 182, 179, 217]",,0.06,,0.18,,0.07,,0.16,,0.11,,0.1,
0.04,,"[206, 187, 168, 211]",,0.01,,0.22,,0.1,,0.24,,0.28,,0.1,
0.1,,"[197, 185, 170, 213]",,0.0,,0.15,,0.19,,0.31,,0.11,,0.13,
0.14,,"[199, 186, 165, 208]",,0.0,,0.18,,0.16,,0.27,,0.1,,0.15,
0.1,,"[201, 184, 159, 203]",,0.0,,0.16,,0.18,,0.24,,0.09,,0.23,
0.08,,"[198, 184, 165, 204]",,0.0,,0.12,,0.42,,0.2,,0.11,,0.07,
0.11,,"[198, 185, 170, 210]",,0.0,,0.18,,0.34,,0.17,,0.09,,0.11,
0.11,,"[201, 179, 169, 214]",,0.0,,0.22,,0.17,,0.24,,0.11,,0.14,
0.11,,"[206, 182, 173, 216]",,0.0,,0.27,,0.26,,0.14,,0.13,,0.08,
0.1,,"[209, 179, 168, 212]",,0.0,,0.41,,0.12,,0.13,,0.15,,0.09,
0.04,,"[208, 181, 168, 210]",,0.0,,0.56,,0.08,,0.08,,0.15,,0.09,
0.02,,"[216, 184, 157, 198]",,0.0,,0.56,,0.13,,0.02,,0.2,,0.06,
0.01,,"[216, 189, 155, 190]",,0.01,,0.5,,0.23,,0.01,,0.16,,0.08,
0.02,,"[209, 183, 163, 195]",,0.01,,0.6,,0.16,,0.03,,0.1,,0.09,
0.03,,"[212, 183, 160, 192]",,0.04,,0.52,,0.23,,0.02,,0.13,,0.04,
